name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,commisioning_year,State,Counties
MM Lopez Energy,USA0055161,3.0,34.2925,-118.3894,Waste,1999.0,MM Lopez Energy LLC,46.026,45.758,42.027,39.949,23.438000000000002,1999,California,Los Angeles County
Santa Maria EPG,USA0056284,5.5,35.0408,-120.6367,Gas,1996.0,Phillips 66 Company,23.238000000000003,25.329,18.413,16.039,8.919,1996,California,San Luis Obispo County
Portside Energy,USA0055096,61.0,41.6317,-87.1728,Gas,1997.0,Portside Energy Corp,259.235,281.171,286.921,291.384,262.113,1997,Indiana,Porter County
Bethel Wind Farm LLC,USA0060414,276.0,34.5753,-102.4747,Wind,2017.0,Southern Power Co,0.0,0.0,0.0,0.0,1159.662,2017,Texas,Castro County
Lockport Energy Associates LP,USA0054041,221.3,43.1619,-78.745,Gas,1992.0,Lockport Energy Associates LP,0.0,0.0,289.104618,0.0,145.22064,1992,New York,Niagara County
Skagway,USA0000066,4.4,59.4545,-135.3131,Oil,1989.613636,Alaska Power and Telephone Co,3.2760000000000002,3.002,2.511,2.781,2.713,1989,Alaska,Haines Borough
Woodland Church Farm,USA0059586,5.0,35.0583,-77.8536,Solar,2016.0,Woodland Church Farm  LLC,0.0,0.0,0.3,9.234,9.579,2016,North Carolina,Duplin County
Perdue Salisbury Photovoltaic,USA0057879,1.0,38.3736,-75.5353,Solar,2011.0,WGL Energy Systems  Inc,1.609,1.6059999999999999,1.476,1.6740000000000002,1.6469999999999998,2011,Maryland,Wicomico County
Moccasin Low Head Hydro Project,USA0000751,2.9,37.8164,-120.31200000000001,Hydro,1987.0,City & County of San Francisco,2.707,0.0,0.0,1.359,0.0,1987,California,Tuolumne County
Hwy 14 Holdco Solar CSG,USA0060834,5.0,44.0218,-92.5922,Solar,2017.0,Hwy 14 Holdco  LLC,0.0,0.0,0.0,0.0,2.997,2017,Minnesota,Olmsted County
CSL Behring LLC,USA0054790,4.2,41.1603,-87.8542,Gas,1993.0,CSL Behring LLC,35.801,16.344,32.056999999999995,30.135,18.703,1993,Illinois,Kankakee County
Gaylord - Wolverine,USA0007932,70.2,45.0046,-84.7218,Gas,2001.0,Wolverine Power Supply Coop,12.258,15.687000000000001,8.58,20.361,8.232000000000001,2001,Michigan,Otsego County
Washington Island,USA0004148,5.0,45.3709,-86.9308,Oil,1985.84,Washington Island El Coop  Inc,0.049,0.045,0.03,0.125,0.013999999999999999,1985,Michigan,Delta County
Synata Hugoton,USA0058613,21.9,37.1808,-101.3867,Gas,2014.0,Abengoa Bioenergy Biomass of Kansas,0.0,-20.944997,0.16399999999999998,0.0,-3.985,2014,Kansas,Stevens County
Brainerd Public Utilities,USA0050636,2.9,46.3758,-94.1817,Hydro,1928.965517,Brainerd Public Utilities,16.32708,18.929000000000002,18.554000000000002,20.116,19.401,1928,Minnesota,Crow Wing County
Thermo Greeley,USA0050709,37.0,40.4406,-104.6863,Gas,1996.0,Thermo Greeley LLC,0.0,0.0,0.0,0.0,0.0,1996,Colorado,Weld County
McCormick & Co. Inc. at Belcamp,USA0057646,1.4,39.4836,-76.2292,Solar,2011.0,Constellation Solar Maryland  LLC,2.316,2.332,2.239,2.414,2.365,2011,Maryland,Harford County
Central Energy Plant USU,USA0058139,5.0,41.7486,-111.8117,Gas,2004.0,Utah State University,0.0,0.0,0.0,0.0,27.825,2004,Utah,Cache County
SR Camden,USA0059947,12.0,33.6315,-92.7036,Solar,2016.0,SR Camden  LLC,0.0,0.0,0.927,24.541999999999998,26.561,2016,Arkansas,Ouachita County
Grassland 1&2 Solar Project,USA0058217,2.5,38.5003,-121.6942,Solar,2013.0,Yolo County of,2.45,4.617,4.698,4.663,4.61,2013,California,Yolo County
Barrett Farm Solar - Phase I,USA0061728,1.7,41.9463,-71.8838,Solar,2017.0,Onyx Asset Services Group,0.0,0.0,0.0,0.0,0.161,2017,Connecticut,Windham County
Tenaska Gateway Generating Station,USA0055132,939.6,32.0178,-94.6197,Gas,2001.0,Tenaska Gateway Partners Ltd,4295.855,0.0,0.0,0.0,2530.6,2001,Texas,Rusk County
Eagle Springs Solar LLC,USA0059239,1.0,39.5261,-107.6961,Solar,2013.0,Eagle Springs Solar LLC,0.5484600000000001,1.239,1.455,1.495,1.598,2013,Colorado,Garfield County
Mio,USA0001714,5.0,44.6611,-84.1317,Hydro,1916.0,Consumers Energy Co,14.814,16.325,15.618,16.398,16.667,1916,Michigan,Oscoda County
Mobile Energy Services LLC,USA0050407,96.7,30.7365,-88.0516,Waste,1985.0,DTE Energy Services,0.0,0.0,0.0,0.0,314.4,1985,Alabama,Mobile County
EG178 Facility,USA0056233,153.9,32.7471,-100.9547,Gas,2005.0,Kinder Morgan Production Company LP,865.059,889.803,852.7710000000001,843.9119999999999,837.2139999999999,2005,Texas,Scurry County
Centennial,USA0007112,5.1,55.1214,-131.5603,Oil,1997.5882350000002,Metlakatla Power & Light,-0.18899999999999997,-0.039,1.328,3.0460000000000003,3.568,1997,Alaska,Annette Island Reserve
Hutchinson Farm,USA0059564,5.0,35.2608,-81.5158,Solar,2015.0,Hutchinson Solar  LLC,0.0,0.451,9.556000000000001,10.685,10.141,2015,North Carolina,Cleveland County
El Cajon Energy Center,USA0057001,49.9,32.7961,-116.9721,Gas,2010.0,El Cajon Energy LLC,24.198,27.154,15.671,10.34,13.392999999999999,2010,California,San Diego County
Silvi Gibraltar Rock,USA0060746,2.5,40.4509,-74.7171,Solar,2016.0,KDC Solar GRQ LLC,0.0,0.0,0.0,0.536,3.923,2016,New Jersey,Mercer County
Titus,USA0003115,36.0,40.3056,-75.9081,Oil,1969.0,NRG REMA LLC,0.0,0.0,0.0,0.0,-1.327,1969,Pennsylvania,Berks County
Redwood Falls,USA0002009,8.5,44.5431,-95.1178,Gas,1975.2588239999998,Redwood Falls Public Util Comm,0.23931999999999998,0.0,1.8419999999999999,1.5219999999999998,2.9210000000000003,1975,Minnesota,Redwood County
Newark America Mill,USA0057103,6.3,42.56100000000001,-71.8488,Gas,2007.0,Newark America,0.0,0.0,0.0,0.0,0.0,2007,Massachusetts,Worcester County
Walters,USA0002715,108.0,35.6946,-83.0503,Hydro,1930.0,Duke Energy Progress - (NC),545.268,343.19,309.32,256.42900000000003,274.882,1930,North Carolina,Haywood County
Lawrenceburg Power  LLC,USA0055502,1232.0,39.0911,-84.8669,Gas,2004.0,Lawrenceburg Power  LLC,2450.879,3316.5820000000003,6774.063,7610.9619999999995,7210.847,2004,Indiana,Dearborn County
DE Solar 10240 Old Dowd Rd,USA0057334,1.9,35.2458,-80.9967,Solar,2010.0,Duke Energy Carolinas  LLC,2.847,2.713,2.7119999999999997,2.477,2.541,2010,North Carolina,Gaston County
Black Oak Wind Farm,USA0058692,78.0,45.6608,-95.0128,Wind,2017.0,Black Oak Wind  LLC,0.0,0.0,0.0,25.031999999999996,307.553,2017,Minnesota,Stearns County
Rockport,USA0006166,2600.0,37.9256,-87.0372,Coal,1987.5,Indiana Michigan Power Co,15807.78056,16717.089819999997,12442.47345,11557.87015,10923.442,1987,Indiana,Spencer County
West Waconia Solar,USA0060534,8.5,44.7899,-93.9013,Solar,2017.0,Enel Green Power NA  Inc.,0.0,0.0,0.0,0.0,9.732000000000001,2017,Minnesota,Carver County
Dos Bocas,WRI1026827,15.0,18.3359,-66.6663,Hydro,1942.0,PREPA,0.0,0.0,0.0,0.0,0.0,1942,Utuado,
Kearsarge Southwick LLC,USA0060867,3.3,42.0163,-72.7752,Solar,2015.0,Kearsarge Solar LLC,0.0,0.0,0.0,6.39,5.922000000000001,2015,Massachusetts,Hampden County
Barre Peaker,USA0056474,49.8,33.8073,-117.9832,Gas,2007.0,Southern California Edison Co,16.282,29.409000000000002,33.129,28.75,33.132,2007,California,Orange County
WestRock (TX),USA0050101,57.7,30.3419,-94.0656,Biomass,1969.9757370000002,WestRock (TX),451.07999900000004,430.147236,424.086499,446.859001,423.34,1969,Texas,Jasper County
IGS Solar I - BWI5,USA0061358,1.1,39.27,-76.548,Solar,2017.0,IGS Solar I  LLC,0.0,0.0,0.0,0.0,1.969,2017,Maryland,Baltimore County
Sequoyah,USA0006152,2441.0,35.2267,-85.0917,Nuclear,1981.5,Tennessee Valley Authority,18526.011000000002,18892.391,16511.322,17242.608,18241.299,1981,Tennessee,Hamilton County
Byron Generating Station,USA0006023,2449.8,42.0742,-89.2819,Nuclear,1986.0,Exelon Nuclear,19547.061,19252.381,19471.413,19600.248,19144.043999999998,1986,Illinois,Ogle County
Chanute 3,USA0007018,34.8,37.6376,-95.4704,Gas,1987.505747,City of Chanute,1.574,1.248,0.368,1.485,0.8340000000000001,1987,Kansas,Neosho County
Polk,USA0007242,1492.5,27.7286,-81.9897,Gas,2006.2838190000002,Tampa Electric Co,1478.397005,1704.1659969999998,1886.192005,2223.927009,8242.115975,2006,Florida,Polk County
Kapaia Power Station,USA0056258,39.1,21.9965,-159.3758,Other,2002.0,Kauai Island Utility Cooperative,0.0,0.0,0.0,182.128001,185.15499599999998,2002,Hawaii,Kauai County
P L Bartow,USA0000634,1475.6,27.8595,-82.6018,Gas,2003.4434809999998,Duke Energy Florida  LLC,7254.328031,6807.183012,0.0,0.0,6927.593000000001,2003,Florida,Pinellas County
Mojave 5,USA0052144,22.5,35.076,-118.2487,Wind,1991.0,Terra-Gen Operating Co LLC,62.235,68.967,55.853,65.104,56.622,1991,California,Kern County
Starrett City Cogen Facility,USA0050743,18.0,40.6492,-73.8792,Gas,1974.0,Starrett City Inc,68.02881,70.615,0.0,69.242,68.34217,1974,New York,Kings County
Faribault Energy Park,USA0056164,334.5,44.3356,-93.2906,Gas,2005.729447,Minnesota Municipal Power Agny,572.4630070000001,329.751002,0.0,0.0,641.609,2005,Minnesota,Rice County
Ramona 2,USA0058911,5.0,33.0122,-116.875,Solar,2014.0,Sol Orchard San Diego 21 LLC,0.106,10.57,11.765,11.767000000000001,8.61,2014,California,San Diego County
Lincoln Combustion,USA0007277,1753.6,35.4317,-81.0347,Gas,1995.375,Duke Energy Carolinas  LLC,58.433,70.38600000000001,48.618,46.111999999999995,17.602999999999998,1995,North Carolina,Lincoln County
Roadrunner Solar,USA0057338,20.2,31.7928,-106.6733,Solar,2011.0,NRG Solar Roadrunner,52.977,51.428000000000004,50.526,52.367,52.233999999999995,2011,New Mexico,Dona Ana County
Rockingham Solar  LLC,USA0060106,5.0,34.9807,-79.6037,Solar,2015.0,SRE Utility Solar 1  LLC,0.0,0.0,1.041,9.751,10.253,2015,North Carolina,Richmond County
Colorado Bend II,USA0060122,1230.3,29.2894,-96.0654,Gas,2017.0,Exelon Power,0.0,0.0,0.0,0.0,3120.3790000000004,2017,Texas,Wharton County
Keechi Wind,USA0058838,110.0,33.1431,-98.1611,Wind,2015.0,Enbridge,0.0,0.0,401.536,426.12199999999996,432.81,2015,Texas,Jack County
Shelby Solar Energy Generation Facility,USA0057200,1.0,35.2536,-81.5956,Solar,2010.0,Solar Star North Carolina I LLC,1.725,1.777,1.6219999999999999,1.599,1.725,2010,North Carolina,Cleveland County
Carroll Wind Farm,USA0056809,150.0,42.1622,-94.93,Wind,2009.0,MidAmerican Energy Co,533.811,517.495,507.12699999999995,515.448,491.02,2009,Iowa,Carroll County
Bay Windpower I,USA0055944,1.8,45.7644,-84.7381,Wind,2002.0,Bay Windpower LLC,2.496,2.406,2.5380000000000003,2.4,2.423,2002,Michigan,Mackinac County
Sandow No 4,USA0006648,590.6,30.5659,-97.064,Coal,1981.0,Luminant Generation Company LLC,4008.5120490000004,4501.016976,4104.611025,3950.47698,4038.128039,1981,Texas,Milam County
Arapahoe Combustion Turbine Project,USA0055200,194.0,39.6692,-105.0018,Gas,2000.5340210000002,SWG Arapahoe  LLC,21.504,192.959,118.302,59.277,184.229,2000,Colorado,Arapahoe County
South Dakota Wind Energy Cente,USA0056092,40.5,44.5492,-99.5,Wind,2003.0,FPL Energy South Dakota Wind LLC,129.436,142.024,127.947,137.68,122.855,2003,South Dakota,Hyde County
Metro Support Services Center Solar,USA0057313,1.2,34.0578,-118.2297,Solar,2005.0,Metropolitan Transportation Authority,1.325,1.6669999999999998,1.6380000000000001,1.5759999999999998,1.469,2005,California,Los Angeles County
Columbia Flooring Melbourne,USA0056182,2.0,36.0605,-91.9198,Waste,1980.0,Unilin Flooring NC LLC-Columbia Flooring,7.032,6.808,0.005,2.2892,4.67831,1980,Arkansas,Izard County
Borrego Springs Energy Storage,USA0060565,1.5,33.2701,-116.3496,Storage,2013.6666670000002,SDGE Batteries,0.0,0.0,0.0,-0.111,-0.048,2013,California,San Diego County
CSUF Nutwood Solar,USA0060979,1.9,33.8791,-117.8887,Solar,2017.0,Solar Star California XLVIII  LLC,0.0,0.0,0.0,0.017,2.417,2017,California,Orange County
Brooklyn Navy Yard Cogeneration,USA0054914,322.0,40.6994,-73.9764,Gas,1996.0,Brooklyn Navy Yard Cogen PLP,1940.083973,2051.954973,1955.9320309999998,2088.986996,1965.4220070000001,1996,New York,
Black Bear Lake,USA0007752,4.5,55.4765,-133.1477,Hydro,1995.0,Alaska Power and Telephone Co,20.54,21.145,21.168000000000003,20.763,19.221,1995,Alaska,Annette Island Reserve
Pleasant Valley Wind Farm,USA0059201,200.0,43.805,-92.7697,Wind,2015.0,Northern States Power Co - Minnesota,0.0,0.0,234.06599999999997,802.872,832.947,2015,Minnesota,Dodge County
GMP Solar - Williston,USA0060875,4.7,44.4655,-73.1032,Solar,2016.0,Green Mountain Power Corp,0.0,0.0,0.0,0.136,6.796,2016,Vermont,Chittenden County
Chouteau,USA0007757,1069.6,36.2221,-95.2771,Gas,2005.5,Associated Electric Coop  Inc,2614.778,2341.002,3712.4790000000003,4325.3279999999995,2737.937,2005,Oklahoma,Mayes County
Candace Solar,USA0059499,5.0,35.486999999999995,-78.1922,Solar,2016.0,Candace Solar LLC,0.0,0.0,0.0,2.8960000000000004,9.387,2016,North Carolina,Johnston County
Oakley Solar Project,USA0058376,1.5,38.0017,-121.7478,Solar,2013.0,Oakley Solar Project LLC,1.5619999999999998,2.627,2.6310000000000002,2.546,2.322,2013,California,Contra Costa County
Facebook 1 Solar Energy Center,USA0061556,10.0,34.830999999999996,-106.762,Solar,2018.0,NMRD Data Center  LLC,0.0,0.0,0.0,0.0,0.6579999999999999,2018,New Mexico,Valencia County
Palaau Power,USA0000792,17.1,21.105999999999998,-157.0647,Oil,1992.918129,Maui Electric Co Ltd,32.126,31.83,0.0,0.0,31.086,1992,Hawaii,Maui County
Sibley No Two,USA0007060,1.1,43.3969,-95.7497,Oil,1988.0,City of Sibley - (IA),0.022000000000000002,0.008,0.01176,0.0196,0.01568,1988,Iowa,Osceola County
Deer Rips,USA0001488,6.5,44.1346,-70.2037,Hydro,1913.2923079999998,Brookfield White Pine Hydro LLC,33.192,37.602,39.69,35.569,27.674,1913,Maine,Androscoggin County
Conemaugh Hydro Plant,USA0052173,15.0,40.4644,-79.3657,Hydro,1989.0,Pennsylvania Renewable Resources,47.196999999999996,38.21,44.141999999999996,42.405,57.398999999999994,1989,Pennsylvania,Indiana County
Chautauqua LFGTE Facility,USA0057186,9.6,42.1989,-79.3186,Waste,2010.3333329999998,Innovative Energy Systems Inc,48.417,42.422,42.36,43.898999999999994,42.638000000000005,2010,New York,Chautauqua County
Rice University,USA0050054,6.9,29.721,-95.3954,Gas,1987.6521739999998,Rice University,27.4155,5.94664,20.394779999999997,5.94664,26.5972,1987,Texas,Harris County
Fox Metro Water Reclamation District,USA0050904,2.2,41.7128,-88.3522,Gas,1989.0,Fox Metro Water Reclamation,0.06272,0.03822,0.00784,0.01764,0.03038,1989,Illinois,Kendall County
Ector County Energy Center,USA0058471,358.8,32.0692,-102.5856,Gas,2015.0,Invenergy Services LLC,0.0,0.0,61.169,230.09099999999998,241.343,2015,Texas,Ector County
Preston (MN),USA0002004,3.7,43.6661,-92.0831,Gas,1964.0,Preston Public Utilities Comm,0.057999999999999996,0.091,0.045,0.165,0.09,1964,Minnesota,Fillmore County
Russell City Energy Center,USA0056467,655.0,37.6347,-122.1338,Gas,2013.0,Russell City Energy Company LLC,1522.253,2247.152,2898.8979999999997,786.946,786.665,2013,California,Alameda County
Johnston Solar,USA0059858,1.0,41.8009,-71.5595,Solar,2015.0,Half Moon Ventures  LLC,0.0,0.0,0.747,1.9380000000000002,1.814,2015,Rhode Island,Providence County
H. Gonzales,USA0056039,11.8,33.9986,-118.2219,Gas,1987.0,City of Vernon,0.15778,0.2254,0.10486,0.31164000000000003,2.2197,1987,California,Los Angeles County
Olive,USA0006013,109.7,34.1764,-118.3147,Gas,1961.721057,City of Burbank Water and Power,0.0,0.0,0.0,0.0,0.0,1961,California,Los Angeles County
Houston Chemical Complex Battleground,USA0050043,380.7,29.7314,-95.0839,Gas,1987.129236,Oxy Vinyls LP,1749.6649989999999,1855.6950010000003,1934.059001,1798.650998,1850.1639989999999,1987,Texas,Harris County
Moretown Generating Station,USA0052033,1.2,44.2859,-72.7103,Hydro,1989.0,Ampersand Moretown Hydro LLC,0.0,0.0,0.0,0.0,0.0,1989,Vermont,Washington County
Waterford Holdco CSG,USA0061452,2.7,44.4755,-93.1986,Solar,2017.0,Waterford Holdco LLC,0.0,0.0,0.0,0.0,0.049,2017,Minnesota,Rice County
Mondelez Global LLC,USA0054933,4.7,42.3156,-89.0356,Gas,1995.0,Mondelez Global  LLC,0.523,1.335,1.1740000000000002,1.4269999999999998,0.0,1995,Illinois,Winnebago County
Royal Wine Corp Solar Power Plant,USA0060781,1.0,40.6636,-74.1002,Solar,2012.0,Royal Wine Corp,0.0,0.0,0.0,1.385,1.249,2012,New Jersey,Hudson County
Fremont Farm,USA0059103,5.0,35.5319,-77.9692,Solar,2017.0,Dominion Renewable Energy - Fremont,0.0,0.0,0.0,0.0,0.873,2017,North Carolina,Wayne County
Coca Cola American Canyon,USA0057807,1.1,38.1907,-122.2751,Gas,2011.0,Bloom Energy 2009 PPA,6.131069999999999,6.557,5.296,0.003,3.2560000000000002,2011,California,Napa County
Steele Flats Wind Project LLC,USA0058594,74.8,40.0489,-96.9522,Wind,2013.0,Steele Flats Wind Project LLC,63.055,332.22900000000004,314.869,318.81,316.978,2013,Nebraska,Jefferson County
DL Windy Acres LLC,USA0056207,2.0,43.6514,-95.3686,Wind,2004.0,Brewster,5.585,6.861000000000001,6.483,6.254,5.992999999999999,2004,Minnesota,Jackson County
Three Mile Island,USA0008011,980.8,40.1515,-76.7232,Nuclear,1974.0,Exelon Nuclear,6659.068,7327.645,6598.041,7082.651999999999,6860.26,1974,Pennsylvania,Dauphin County
City of Shelby Electric Distribution,USA0061076,1.8,40.8961,-82.6656,Oil,2016.0,City of Shelby - (OH),0.0,0.0,0.0,0.071,0.057999999999999996,2016,Ohio,Richland County
Cross,USA0000130,2390.1,33.3715,-80.1132,Coal,1998.9537260000002,South Carolina Public Service Authority,12659.91602,11892.58048,8921.963953,0.0,8378.400976,1998,South Carolina,Berkeley County
Neptune Gas Processing Plant,USA0056139,4.5,29.7336,-91.4431,Other,2004.0,Enterprise Products Optg LP,16.403,0.0,0.0,0.0,14.667,2004,Louisiana,Saint Mary Parish
Buffalo Ridge II LLC,USA0057424,210.0,44.5281,-96.6267,Wind,2011.0,Avangrid Renewables LLC,586.819,614.452,589.2090000000001,622.243,614.322,2011,South Dakota,Deuel County
Minwind 3-9,USA0056123,11.5,43.6383,-96.3919,Wind,2005.0,Rock County Energy Center  LLC,28.239,35.295,31.024,17.875999999999998,23.728,2005,South Dakota,Minnehaha County
Taylorsville Solar LLC,USA0057402,1.2,35.9091,-81.1525,Solar,2010.0,Taylorsville Solar LLC,1.722,1.6680000000000001,1.6880000000000002,1.8519999999999999,1.639,2010,North Carolina,Alexander County
Cedar Point Wind,USA0057315,252.0,39.4218,-103.6781,Wind,2011.0,Cedar Point LLC,757.472,764.2339999999999,645.035,661.318,743.686,2011,Colorado,Lincoln County
American Crystal Sugar Hillsboro,USA0054210,13.3,47.4376,-97.0631,Coal,1990.0,American Crystal Sugar Co,65.11314300000001,59.633669999999995,65.339773,74.798727,70.412077,1990,North Dakota,Traill County
Seabrook Village,USA0060747,3.1,40.2342,-74.0872,Solar,2016.0,KDC Solar Bergen 1,0.0,0.0,0.0,0.625,4.709,2016,New Jersey,Monmouth County
Springfield (MN),USA0002012,9.0,44.2395,-94.9763,Oil,1997.4,Springfield Public Utils Comm - (MN),0.013000000000000001,0.098,0.01,0.023,0.01,1997,Minnesota,Brown County
J S Eastwood,USA0000104,199.8,37.1479,-119.2567,Hydro,1988.0,Southern California Edison Co,72.14,78.29,80.39699999999999,238.699,425.14,1988,California,Fresno County
Santa Isabel Wind Farm,WRI1026818,101.2,17.9853,-66.398,Wind,2012.0,Pattern Energy,0.0,0.0,0.0,0.0,0.0,2012,Santa Isabel Municipio,
Montgomery Creek Hydro,USA0055009,2.6,40.8468,-121.9564,Hydro,1987.0,Enel Green Power NA  Inc.,4.945,4.312,1.804,11.134,10.405999999999999,1987,California,Shasta County
Waynesville Solar Farm (MO),USA0060706,2.8,37.8041,-92.2535,Solar,2016.0,MC Power Companies Inc,0.0,0.0,0.0,1.901,4.747,2016,Missouri,Pulaski County
Maquoketa 2,USA0007921,8.0,42.07,-90.66,Oil,2001.5,City of Maquoketa - (IA),-0.282,-0.294,-0.242,-0.23199999999999998,-0.218,2001,Iowa,Jackson County
SunEdison Walmart Apple Valley DC,USA0057012,1.0,34.5975,-117.2,Solar,2009.0,SunE M5 Holdings LLC,2.6189999999999998,2.588,2.4019999999999997,2.398,1.6280000000000001,2009,California,San Bernardino County
San Gorgonio Westwinds II LLC,USA0050690,43.4,33.934,-116.5781,Wind,1999.0,Terra-Gen Operating Co LLC,121.571,111.118,114.51899999999999,110.141,110.54899999999999,1999,California,Riverside County
Onyx - Lamphear Road,USA0060967,2.0,43.1841,-75.4767,Solar,2016.0,Onyx Asset Services Group,0.0,0.0,0.0,0.19899999999999998,2.932,2016,New York,Oneida County
Macomb,USA0002583,1.0,44.8773,-74.3063,Hydro,1940.0,Erie Boulevard Hydropower LP,0.071,4.439,4.9639999999999995,5.649,6.266,1940,New York,Franklin County
American Crystal Sugar East Grand Forks,USA0054214,7.5,47.9272,-97.0072,Coal,1990.0,American Crystal Sugar Co,37.3935,37.35082,39.43438,40.68762,40.889379999999996,1990,Minnesota,Polk County
FCPC Renewable Generation,USA0059931,2.2,43.03,-87.9409,Biomass,2013.0,FCPC Renewable Generation  LLC,0.0,0.0,7.1863399999999995,8.857999999999999,7.71,2013,Wisconsin,Milwaukee County
Carl Bailey,USA0000202,120.0,35.2601,-91.3634,Gas,1966.0,Arkansas Electric Coop Corp,11.995999999999999,3.1319999999999997,32.02,16.219,20.037,1966,Arkansas,Woodruff County
Cumberland (WI),USA0004112,21.9,45.5336,-92.0224,Gas,1984.452055,City of Cumberland - (WI),0.092,0.10300000000000001,0.126,0.127,0.11199999999999999,1984,Wisconsin,Barron County
Matrix Stults Road Solar Facility,USA0057588,2.6,40.3622,-74.4797,Solar,2011.0,Public Service Elec & Gas Co,3.705,3.608,3.633,3.8289999999999997,3.5669999999999997,2011,New Jersey,Middlesex County
